Job Id,Unit Id,Tweet Seed Index,Tweet Author,Tweet Content,Tweet Date,[Islands_disputed_between_China_and_Japan] Score,[Korean_MV_Sewol_ferry_sinking] Score,[Japan_whaling_and_dolphin_hunting] Score,[Davos_world_economic_forum_2014] Score,[Disappearance_of_Malaysia_Airlines_Flight_370] Score,[2014_anti-China_protests_in_Vietnam] Score,[Ukraine_crisis_2014] Score,[FIFA_worldcup_2014] Score,[NONE] Score,Clarity Event Type,,[Islands_disputed_between_China_and_Japan] Count,[Korean_MV_Sewol_ferry_sinking] Count,[Japan_whaling_and_dolphin_hunting] Count,[Davos_world_economic_forum_2014] Count,[Disappearance_of_Malaysia_Airlines_Flight_370] Count,[2014_anti-China_protests_in_Vietnam] Count,[Ukraine_crisis_2014] Count,[FIFA_worldcup_2014] Count,[NONE] Count,,[Islands_disputed_between_China_and_Japan] Tweet Word - Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Korean_MV_Sewol_ferry_sinking] Tweet Word – Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Japan_whaling_and_dolphin_hunting] Tweet Word – Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Davos_world_economic_forum_2014] Tweet Word – Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Disappearance_of_Malaysia_Airlines_Flight_370] Tweet Word – Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2014_anti-China_protests_in_Vietnam] Tweet Word – Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Ukraine_crisis_2014] Tweet Word – Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[FIFA_worldcup_2014] Tweet Word – Score,,,,,,,,,,,
236,24321,whaling_538,@mainduk,The Most Senseless Environmental Crime of the 20th Century - Pacific Standard: The Science of Society http://t.co/Q0ecR2iHnT,2014-05-24,0,0,0,0.16,0,0,0,0,0.99,0.99,,0,0,0,1,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,24322,whaling_539,@CoraljadePittam,RT @KateBlossomBand: Fantastic news!! Go seasheppards!! BBC News - Japan accepts court ban on Antarctic whaling http://t.co/JVM1CQalMR,2014-05-24,0,0,0.95,0.16,0.16,0,0.16,0,0.16,0.95,,0,0,6,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seasheppards!!,0.11,Japan,0.55,accepts,0.22,court,0.22,ban,0.22,on,0.22,Antarctic,0.22,whaling,0.66,[NONE],0.11,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,news!!,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fantastic,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,News,0.16,Japan,0.16,[NONE],0.97,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,23849,whaling_54,@ArnaudFranz,Denounce Japan for Whale Slaughter - ForceChange http://t.co/mey9hWu8BI,2014-04-30,0,0,1,0,0,0,0,0,0,1,,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denounce,0.2,Japan,0.49,for,0.1,Whale,0.69,Slaughter,0.49,[NONE],0,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,24323,whaling_540,@SandyAreschoug,The Australian whaling ship captain who didn't want to kill whales has died - http://t.co/syifrHsQh4,2014-05-24,0,0,0.16,0,0,0,0,0,0.99,0.99,,0,0,1,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australian,0.14,whaling,0.14,ship,0.14,captain,0.14,who,0.14,didn't,0.14,want,0.14,to,0.14,kill,0.14,whales,0.14,has,0.14,died,0.14,[NONE],0.87,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,24324,whaling_541,@wilte,The Most Senseless Environmental Crime of the 20th Century - Russians wipe out whales in '60s  http://t.co/vAHKxFpxJP,2014-05-24,0,0,0.19,0.19,0,0,0,0,0.96,0.96,,0,0,1,1,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whales,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,24324,whaling_541,@wilte,The Most Senseless Environmental Crime of the 20th Century - Russians wipe out whales in '60s  http://t.co/vAHKxFpxJP,2014-05-24,0,0,0.19,0.19,0,0,0,0,0.96,0.96,,0,0,1,1,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whales,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whales,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,24325,whaling_542,@sailing_news,Restored whaling ship prepares to set sail - The Recorder http://t.co/v3PnQisJJS,2014-05-24,0,0,0.6,0,0,0,0,0,0.8,0.8,,0,0,3,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whaling,0.6,[NONE],0.8,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,24326,whaling_543,@birdman_73,@StanCollymore Don't think they were habited by indigenous pop - thought they were originally a whaling station. And Argentina didn't exist,2014-05-25,0,0.2,0.41,0,0.2,0.2,0,0.2,0.82,0.82,,0,1,2,0,1,1,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[NONE],0.99,[CHECK_FAILED],0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,habited,0.19,indigenous,0.19,whaling,0.19,station.,0.19,[NONE],0.93,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thought,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[NONE],0.99,[CHECK_FAILED],0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,originally,0.16,Argentina,0.16,[NONE],0.97,[CHECK_FAILED],0,,,,
236,24327,whaling_544,@birdman_73,@StanCollymore Think the French or Spanish possibly had claim of discovery - again via whaling or some such.,2014-05-25,0.19,0.19,0.58,0,0,0,0,0,0.77,0.77,,1,1,3,0,0,0,0,0,4,,discovery,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French,0.16,possibly,0.16,[NONE],0.97,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whaling,0.44,[NONE],0.87,[CHECK_FAILED],0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,24328,whaling_545,@mountainguynz,@SophieEBarker I’m so glad we don’t have the whaling station any more - be nice to see more whales too - #gigatowndunedin nature capital,2014-05-25,0.19,0,0.58,0,0,0.19,0,0,0.77,0.77,,1,0,3,0,0,1,0,0,4,,glad,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I’m,0.15,so,0.15,glad,0.15,we,0.15,don’t,0.3,have,0.3,whaling,0.45,station,0.3,any,0.15,more,0.15,nice,0.15,[NONE],0.6,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[NONE],0.99,[CHECK_FAILED],0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,24329,whaling_546,@ThoughtsFurPaws,Sea Shepherd Conservation Society Australia - Sea Shepherd Responds to Whaling Industry Plans... http://t.co/5I5YT7VYLw,2014-05-25,0,0.2,0.41,0.2,0.2,0,0.2,0,0.82,0.82,,0,1,2,1,1,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conservation,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sea,0.16,Shepherd,0.16,Whaling,0.49,Industry,0.16,[NONE],0.82,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shepherd,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,24330,whaling_547,@chicaZoe1,On board with research whalers - The #Japan News http://t.co/K1zDDbOYo4 #seashepherd #whaling #poaching,2014-05-25,0,0,0.99,0,0,0,0,0,0.16,0.99,,0,0,6,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whalers,0.75,#Japan,0.5,#seashepherd,0.13,#whaling,0.38,#poaching,0.13,[NONE],0.13,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,24331,whaling_548,@TheNatalieSmall,Bonnie 'Prince' Billy - New Whaling: http://t.co/irZXFG8lYa,2014-05-25,0,0,0.16,0,0,0,0,0,0.99,0.99,,0,0,1,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whaling:,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,24332,whaling_549,@PaulOSullivan,Let's be clear - the victorious ruling by the int'l courts against Japanese whaling wasn't caused by the radical... http://t.co/iLt4SERiTF,2014-05-25,0,0,1,0,0,0,0,0,0,1,,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese,0.65,whaling,0.76,[NONE],0,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,23850,whaling_55,@thewhaling,RT @akornblatt: Shame on Japan! - Japan to defy UN court and continue #whaling  http://t.co/ZdwiIpjkd7 via @greenpeace,2014-04-30,0.16,0,0.99,0,0,0,0,0,0,0.99,,1,0,6,0,0,0,0,0,0,,Japan!,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@akornblatt:,0.1,Japan!,0.1,Japan,0.51,to,0.3,defy,0.3,UN,0.3,court,0.2,and,0.2,continue,0.3,#whaling,0.51,[NONE],0.1,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,24333,whaling_550,@Aleperdido,#Japanese Whaling ASSASSIN to continue despite court ruling -  http://t.co/GYrpBFXZq1,2014-05-25,0,0,0.99,0.16,0,0,0,0,0,0.99,,0,0,6,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#Japanese,0.73,Whaling,0.57,ASSASSIN,0.32,to,0.08,continue,0.16,[NONE],0.08,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSASSIN,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,24334,whaling_551,@nzdodo,"@bjjanssen Of course not - but the editorial is well in favour of doing some ""scientific whaling"" on the goose, in pursuit of more eggs.",2014-05-26,0,0,0.37,0,0,0,0,0,0.93,0.93,,0,0,2,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""scientific",0.35,"whaling""",0.35,[NONE],0.87,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,24335,whaling_552,@BargemanBrody,Revert email tracker - encounter externally who's whaling behind an email prelect: ejd http://t.co/YTdIOIlanB,2014-05-26,0,0,0.44,0.22,0,0,0,0,0.87,0.87,,0,0,2,1,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,who's,0.32,whaling,0.49,[NONE],0.81,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encounter,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,24336,whaling_553,@xavdavidson,People whaling about - #sorrento #whale #perth #wa http://t.co/zlen1Wkg5i,2014-05-26,0.16,0.16,0,0,0.16,0,0,0,0.96,0.96,,1,1,0,0,1,0,0,0,6,,People,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whaling,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,about,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,24337,whaling_554,@MiguelAmy1,Select searching gratuity - conveniences until fortune-tell off paragon whaling tips: gxSTGki,2014-05-26,0,0,0.8,0,0,0,0,0,0.6,0.8,,0,0,4,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conveniences,0.17,until,0.17,fortune-tell,0.17,off,0.17,paragon,0.17,whaling,0.69,tips:,0.34,[NONE],0.51,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,24338,whaling_555,@EurEnvlLaw,The Most Senseless Environmental Crime of the 20th Century - Soviet whaling http://t.co/geWz4O35EL,2014-05-26,0.19,0.19,0.19,0,0.19,0,0,0,0.93,0.93,,1,1,1,0,1,0,0,0,5,,Senseless,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whaling,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crime,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,24339,whaling_556,@ConnyJacobson,RT @EurEnvlLaw: The Most Senseless Environmental Crime of the 20th Century - Soviet whaling http://t.co/geWz4O35EL,2014-05-26,0,0,0.37,0,0,0,0,0,0.93,0.93,,0,0,2,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whaling,0.37,[NONE],0.93,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,24340,whaling_557,@andiw82,Summer cocktail inspiration from The Whaling Club - We know we’ve still got like 24 days left until ... http://t.co/KixizZv9LW,2014-05-27,0,0,0.37,0,0,0,0,0,0.93,0.93,,0,0,2,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whaling,0.35,Club,0.35,[NONE],0.87,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,24341,whaling_558,@HarperJonathan1,Ice-cream cone whaling glissade - reasons ice raft fishers self-imposed duty hector married: AKe,2014-05-27,0,0.19,0.19,0.19,0,0.19,0,0,0.93,0.93,,0,1,1,1,0,1,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whaling,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whaling,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ice,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,self-imposed,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,24342,whaling_559,@stylesideas,Summer Time Cocktail Inspiration From The Whaling Club #WeddingIdeas Styles - Ideas http://t.co/CWZkP1Nz7e,2014-05-27,0,0,0.16,0,0,0,0,0,0.99,0.99,,0,0,1,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whaling,0.16,[NONE],0.99,[CHECK_FAILED],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
