Dataset,Unit Id,Title Id,Title,Snippet Id,Snippet,Overlapping Snippet,Snippet Relevance Score,Number of Relevant Mentions,Overall Sentiment-Intensity,Relevant Mention,Relevant Mention Score,Positive Sentiment,Negative Sentiment,Neutral Sentiment,High Intensity,Low Intensity,Medium Intensity
DS1,103,101383,Protester says Japanese whalers shot him,11-Over,"Glenn Inwood , spokesman for the Japanese whalers , told ABC Radio : `` Any claim from Paul Watson that he was fired at with a gun and has a bullet lodged in his bulletproof vest is absolutely false . ''",1,0.94,12,0,bullet,0.22,0,0.316227766,0.9486832981,0.1622214211,0.9733285268,0.1622214211
DS1,103,101383,Protester says Japanese whalers shot him,11-Over,"Glenn Inwood , spokesman for the Japanese whalers , told ABC Radio : `` Any claim from Paul Watson that he was fired at with a gun and has a bullet lodged in his bulletproof vest is absolutely false . ''",1,0.94,12,0,fired,0.11,0,0.1414213562,0.9899494937,0.1414213562,0.9899494937,0
DS1,103,101383,Protester says Japanese whalers shot him,11-Over,"Glenn Inwood , spokesman for the Japanese whalers , told ABC Radio : `` Any claim from Paul Watson that he was fired at with a gun and has a bullet lodged in his bulletproof vest is absolutely false . ''",1,0.94,12,0,gun,0.11,0,0.5144957554,0.8574929257,0.1414213562,0.9899494937,0
DS1,103,101383,Protester says Japanese whalers shot him,11-Over,"Glenn Inwood , spokesman for the Japanese whalers , told ABC Radio : `` Any claim from Paul Watson that he was fired at with a gun and has a bullet lodged in his bulletproof vest is absolutely false . ''",1,0.94,12,0,bullet lodged,0.11,0,0.7071067812,0.7071067812,0.1961161351,0.7844645406,0.5883484054
DS1,103,101383,Protester says Japanese whalers shot him,11-Over,"Glenn Inwood , spokesman for the Japanese whalers , told ABC Radio : `` Any claim from Paul Watson that he was fired at with a gun and has a bullet lodged in his bulletproof vest is absolutely false . ''",1,0.94,12,0,was fired at,0.11,0,0.8574929257,0.5144957554,0.4264014327,0.6396021491,0.6396021491
DS1,103,101383,Protester says Japanese whalers shot him,11-Over,"Glenn Inwood , spokesman for the Japanese whalers , told ABC Radio : `` Any claim from Paul Watson that he was fired at with a gun and has a bullet lodged in his bulletproof vest is absolutely false . ''",1,0.94,12,0,claim,0.11,0,0.316227766,0.9486832981,0.1414213562,0.9899494937,0
DS1,103,101383,Protester says Japanese whalers shot him,11-Over,"Glenn Inwood , spokesman for the Japanese whalers , told ABC Radio : `` Any claim from Paul Watson that he was fired at with a gun and has a bullet lodged in his bulletproof vest is absolutely false . ''",1,0.94,12,0,fired at,0.22,0,0.7071067812,0.7071067812,0.1825741858,0.9128709292,0.3651483717
DS1,103,101383,Protester says Japanese whalers shot him,11-Over,"Glenn Inwood , spokesman for the Japanese whalers , told ABC Radio : `` Any claim from Paul Watson that he was fired at with a gun and has a bullet lodged in his bulletproof vest is absolutely false . ''",1,0.94,12,0,has a bullet lodged in his bulletproof vest,0.11,0,0.7071067812,0.7071067812,0.4082482905,0.8164965809,0.4082482905
DS1,103,101383,Protester says Japanese whalers shot him,11-Over,"Glenn Inwood , spokesman for the Japanese whalers , told ABC Radio : `` Any claim from Paul Watson that he was fired at with a gun and has a bullet lodged in his bulletproof vest is absolutely false . ''",1,0.94,12,0,Any claim from Paul Watson that he was fired at with a gun and has a bullet lodged in his bulletproof vest is absolutely false,0.11,0.1961161351,0.7844645406,0.5883484054,0.4264014327,0.6396021491,0.6396021491
DS1,111,101383,Protester says Japanese whalers shot him,10-NonOver,"Japan 's foreign ministry said that their coastguard on the Nisshin Maru threw a baseball-sized device which exploded near the protesters ' ship and emitted a loud sound , and was not designed to cause harm to anyone .",0,0.19,6,1,,,0,0.9805806757,0.1961161351,0,0.4472135955,0.894427191
DS1,111,101383,Protester says Japanese whalers shot him,10-NonOver,"Japan 's foreign ministry said that their coastguard on the Nisshin Maru threw a baseball-sized device which exploded near the protesters ' ship and emitted a loud sound , and was not designed to cause harm to anyone .",0,0.19,6,0,ministry said,0.41,0,0,1,0,0.9805806757,0.1961161351
DS1,111,101383,Protester says Japanese whalers shot him,10-NonOver,"Japan 's foreign ministry said that their coastguard on the Nisshin Maru threw a baseball-sized device which exploded near the protesters ' ship and emitted a loud sound , and was not designed to cause harm to anyone .",0,0.19,6,0,Nisshin Maru threw,0.41,0,0.1961161351,0.9805806757,0,0.9805806757,0.1961161351
DS1,111,101383,Protester says Japanese whalers shot him,10-NonOver,"Japan 's foreign ministry said that their coastguard on the Nisshin Maru threw a baseball-sized device which exploded near the protesters ' ship and emitted a loud sound , and was not designed to cause harm to anyone .",0,0.19,6,0,Japan,0.41,0,0,1,0,0.9805806757,0.1961161351
DS1,111,101383,Protester says Japanese whalers shot him,10-NonOver,"Japan 's foreign ministry said that their coastguard on the Nisshin Maru threw a baseball-sized device which exploded near the protesters ' ship and emitted a loud sound , and was not designed to cause harm to anyone .",0,0.19,6,0,coastguard,0.41,0,0.1961161351,0.9805806757,0,0.894427191,0.4472135955
DS1,111,101383,Protester says Japanese whalers shot him,10-NonOver,"Japan 's foreign ministry said that their coastguard on the Nisshin Maru threw a baseball-sized device which exploded near the protesters ' ship and emitted a loud sound , and was not designed to cause harm to anyone .",0,0.19,6,0,threw,0.41,0,0.1961161351,0.9805806757,0,0.9805806757,0.1961161351
DS1,111,101383,Protester says Japanese whalers shot him,10-NonOver,"Japan 's foreign ministry said that their coastguard on the Nisshin Maru threw a baseball-sized device which exploded near the protesters ' ship and emitted a loud sound , and was not designed to cause harm to anyone .",0,0.19,6,0,device which exploded,0.41,0,0.9805806757,0.1961161351,0.2672612419,0.5345224838,0.8017837257
DS1,112,101383,Protester says Japanese whalers shot him,15-NonOver,"Smith stated : `` I absolutely condemn actions by crew members of any vessel that cause injury -- or have the potential to cause injury -- to anyone on the high seas ... The Australian Government once again calls on all parties in the Southern Ocean -- including all protest and whaling vessels , and their respective crews -- to exercise restraint . ''",0,0.19,6,1,,,0,0.894427191,0.4472135955,0.3713906764,0.5570860145,0.7427813527
DS1,112,101383,Protester says Japanese whalers shot him,15-NonOver,"Smith stated : `` I absolutely condemn actions by crew members of any vessel that cause injury -- or have the potential to cause injury -- to anyone on the high seas ... The Australian Government once again calls on all parties in the Southern Ocean -- including all protest and whaling vessels , and their respective crews -- to exercise restraint . ''",0,0.19,6,0,crew members,0.41,0,0.2747211279,0.9615239476,0,0.9922778767,0.1240347346
DS1,112,101383,Protester says Japanese whalers shot him,15-NonOver,"Smith stated : `` I absolutely condemn actions by crew members of any vessel that cause injury -- or have the potential to cause injury -- to anyone on the high seas ... The Australian Government once again calls on all parties in the Southern Ocean -- including all protest and whaling vessels , and their respective crews -- to exercise restraint . ''",0,0.19,6,0,vessel,0.41,0,0.1240347346,0.9922778767,0,1,0
DS1,112,101383,Protester says Japanese whalers shot him,15-NonOver,"Smith stated : `` I absolutely condemn actions by crew members of any vessel that cause injury -- or have the potential to cause injury -- to anyone on the high seas ... The Australian Government once again calls on all parties in the Southern Ocean -- including all protest and whaling vessels , and their respective crews -- to exercise restraint . ''",0,0.19,6,0,injury,0.41,0,0.894427191,0.4472135955,0,0.7808688094,0.6246950476
DS1,112,101383,Protester says Japanese whalers shot him,15-NonOver,"Smith stated : `` I absolutely condemn actions by crew members of any vessel that cause injury -- or have the potential to cause injury -- to anyone on the high seas ... The Australian Government once again calls on all parties in the Southern Ocean -- including all protest and whaling vessels , and their respective crews -- to exercise restraint . ''",0,0.19,6,0,whaling vessels,0.41,0,0.6246950476,0.7808688094,0,0.894427191,0.4472135955
DS1,112,101383,Protester says Japanese whalers shot him,15-NonOver,"Smith stated : `` I absolutely condemn actions by crew members of any vessel that cause injury -- or have the potential to cause injury -- to anyone on the high seas ... The Australian Government once again calls on all parties in the Southern Ocean -- including all protest and whaling vessels , and their respective crews -- to exercise restraint . ''",0,0.19,6,0,condemn,0.41,0,0.9615239476,0.2747211279,0,0.6246950476,0.7808688094
DS1,112,101383,Protester says Japanese whalers shot him,15-NonOver,"Smith stated : `` I absolutely condemn actions by crew members of any vessel that cause injury -- or have the potential to cause injury -- to anyone on the high seas ... The Australian Government once again calls on all parties in the Southern Ocean -- including all protest and whaling vessels , and their respective crews -- to exercise restraint . ''",0,0.19,6,0,cause injury,0.41,0,0.9615239476,0.2747211279,0.174077656,0.6963106238,0.6963106238
DS1,120,101383,Protester says Japanese whalers shot him,12-Over,Inwood stated there had been `` retaliation '' when the Japanese coast guards fired warning balls at the Steve Irwin .,1,0.38,3,1,,,0,0.9805806757,0.1961161351,0.2672612419,0.5345224838,0.8017837257
DS1,120,101383,Protester says Japanese whalers shot him,12-Over,Inwood stated there had been `` retaliation '' when the Japanese coast guards fired warning balls at the Steve Irwin .,1,0.38,3,0,Japanese coast guards fired warning balls at the Steve Irwin,0.58,0,0.9805806757,0.1961161351,0.5345224838,0.2672612419,0.8017837257
DS1,120,101383,Protester says Japanese whalers shot him,12-Over,Inwood stated there had been `` retaliation '' when the Japanese coast guards fired warning balls at the Steve Irwin .,1,0.38,3,0,Japanese coast guards fired,0.58,0,1,0,0.1961161351,0.9805806757,0
DS1,120,101383,Protester says Japanese whalers shot him,12-Over,Inwood stated there had been `` retaliation '' when the Japanese coast guards fired warning balls at the Steve Irwin .,1,0.38,3,0,Japanese coast guards fired warning balls,0.58,0,1,0,0.2672612419,0.5345224838,0.8017837257
DS1,121,101383,Protester says Japanese whalers shot him,19-Over,Japanese Chief Cabinet Secretary Nobutaka Machimura criticized the Sea Shepherd group in a statement to reporters : `` They have repeatedly resorted to such activities and it is truly unforgivable ... Is it all right to hurt humans in order to protect whales ?,1,0.63,8,1,,,0,0.894427191,0.4472135955,0.3481553119,0.3481553119,0.8703882798
DS1,121,101383,Protester says Japanese whalers shot him,19-Over,Japanese Chief Cabinet Secretary Nobutaka Machimura criticized the Sea Shepherd group in a statement to reporters : `` They have repeatedly resorted to such activities and it is truly unforgivable ... Is it all right to hurt humans in order to protect whales ?,1,0.63,8,0,Shepherd group in a statement to reporters,0.17,0.3481553119,0.3481553119,0.8703882798,0.174077656,0.6963106238,0.6963106238
DS1,121,101383,Protester says Japanese whalers shot him,19-Over,Japanese Chief Cabinet Secretary Nobutaka Machimura criticized the Sea Shepherd group in a statement to reporters : `` They have repeatedly resorted to such activities and it is truly unforgivable ... Is it all right to hurt humans in order to protect whales ?,1,0.63,8,0,have repeatedly resorted to such activities and it is truly unforgivable Is it all right to hurt humans in order to protect whales,0.17,0.174077656,0.6963106238,0.6963106238,0.5773502692,0.5773502692,0.5773502692
DS1,121,101383,Protester says Japanese whalers shot him,19-Over,Japanese Chief Cabinet Secretary Nobutaka Machimura criticized the Sea Shepherd group in a statement to reporters : `` They have repeatedly resorted to such activities and it is truly unforgivable ... Is it all right to hurt humans in order to protect whales ?,1,0.63,8,0,Japanese,0.69,0,0.1240347346,0.9922778767,0.1561737619,0.9370425713,0.3123475238
DS1,121,101383,Protester says Japanese whalers shot him,19-Over,Japanese Chief Cabinet Secretary Nobutaka Machimura criticized the Sea Shepherd group in a statement to reporters : `` They have repeatedly resorted to such activities and it is truly unforgivable ... Is it all right to hurt humans in order to protect whales ?,1,0.63,8,0,whales,0.51,0.5070925528,0.1690308509,0.8451542547,0.1561737619,0.9370425713,0.3123475238
DS1,121,101383,Protester says Japanese whalers shot him,19-Over,Japanese Chief Cabinet Secretary Nobutaka Machimura criticized the Sea Shepherd group in a statement to reporters : `` They have repeatedly resorted to such activities and it is truly unforgivable ... Is it all right to hurt humans in order to protect whales ?,1,0.63,8,0,Sea,0.17,0,0.1240347346,0.9922778767,0.3123475238,0.9370425713,0.1561737619
DS1,121,101383,Protester says Japanese whalers shot him,19-Over,Japanese Chief Cabinet Secretary Nobutaka Machimura criticized the Sea Shepherd group in a statement to reporters : `` They have repeatedly resorted to such activities and it is truly unforgivable ... Is it all right to hurt humans in order to protect whales ?,1,0.63,8,0,hurt,0.17,0,0.9615239476,0.2747211279,0,0.6246950476,0.7808688094
DS1,121,101383,Protester says Japanese whalers shot him,19-Over,Japanese Chief Cabinet Secretary Nobutaka Machimura criticized the Sea Shepherd group in a statement to reporters : `` They have repeatedly resorted to such activities and it is truly unforgivable ... Is it all right to hurt humans in order to protect whales ?,1,0.63,8,0,hurt humans,0.34,0,0.9922778767,0.1240347346,0.1690308509,0.5070925528,0.8451542547
DS1,121,101383,Protester says Japanese whalers shot him,19-Over,Japanese Chief Cabinet Secretary Nobutaka Machimura criticized the Sea Shepherd group in a statement to reporters : `` They have repeatedly resorted to such activities and it is truly unforgivable ... Is it all right to hurt humans in order to protect whales ?,1,0.63,8,0,protect whales,0.17,0.9370425713,0.1561737619,0.3123475238,0.1690308509,0.8451542547,0.5070925528
DS1,122,101383,Protester says Japanese whalers shot him,4-NonOver,Watson said he was hit in the chest and found a bullet in the ballistic vest he was wearing .,0,0.5,5,1,,,0,0.8574929257,0.5144957554,0.1961161351,0.7844645406,0.5883484054
DS1,122,101383,Protester says Japanese whalers shot him,4-NonOver,Watson said he was hit in the chest and found a bullet in the ballistic vest he was wearing .,0,0.5,5,0,hit in the chest,0.83,0,1,0,0,0.5144957554,0.8574929257
DS1,122,101383,Protester says Japanese whalers shot him,4-NonOver,Watson said he was hit in the chest and found a bullet in the ballistic vest he was wearing .,0,0.5,5,0,found a bullet in the ballistic vest,0.28,0,0.7071067812,0.7071067812,0.1961161351,0.5883484054,0.7844645406
DS1,122,101383,Protester says Japanese whalers shot him,4-NonOver,Watson said he was hit in the chest and found a bullet in the ballistic vest he was wearing .,0,0.5,5,0,ballistic vest,0.28,0,0,1,0,0.8574929257,0.5144957554
DS1,122,101383,Protester says Japanese whalers shot him,4-NonOver,Watson said he was hit in the chest and found a bullet in the ballistic vest he was wearing .,0,0.5,5,0,bullet,0.28,0,0,1,0.1414213562,0.9899494937,0
DS1,122,101383,Protester says Japanese whalers shot him,4-NonOver,Watson said he was hit in the chest and found a bullet in the ballistic vest he was wearing .,0,0.5,5,0,was hit in the chest and found a bullet in the ballistic vest,0.28,0,0.8574929257,0.5144957554,0.1961161351,0.7844645406,0.5883484054
DS1,123,101383,Protester says Japanese whalers shot him,13-Over,"Australian Foreign Minister Stephen Smith released a statement regarding information he received from Japanese officials : `` Japanese officials have now advised the Australian embassy in Tokyo that during the incident in the Southern Ocean this afternoon , three warning balls -- also known as flashbangs -- had been fired ... Japanese officials have advised that these devices are designed to make a loud noise but not to injure , and that no gunshots had been fired . ''",1,0.25,6,1,,,0,0.9486832981,0.316227766,0.4082482905,0.8164965809,0.4082482905
DS1,123,101383,Protester says Japanese whalers shot him,13-Over,"Australian Foreign Minister Stephen Smith released a statement regarding information he received from Japanese officials : `` Japanese officials have now advised the Australian embassy in Tokyo that during the incident in the Southern Ocean this afternoon , three warning balls -- also known as flashbangs -- had been fired ... Japanese officials have advised that these devices are designed to make a loud noise but not to injure , and that no gunshots had been fired . ''",1,0.25,6,0,had been fired,0.41,0,0.9486832981,0.316227766,0.7844645406,0.5883484054,0.1961161351
DS1,123,101383,Protester says Japanese whalers shot him,13-Over,"Australian Foreign Minister Stephen Smith released a statement regarding information he received from Japanese officials : `` Japanese officials have now advised the Australian embassy in Tokyo that during the incident in the Southern Ocean this afternoon , three warning balls -- also known as flashbangs -- had been fired ... Japanese officials have advised that these devices are designed to make a loud noise but not to injure , and that no gunshots had been fired . ''",1,0.25,6,0,three warning balls,0.41,0,0.9486832981,0.316227766,0.1961161351,0.5883484054,0.7844645406
DS1,123,101383,Protester says Japanese whalers shot him,13-Over,"Australian Foreign Minister Stephen Smith released a statement regarding information he received from Japanese officials : `` Japanese officials have now advised the Australian embassy in Tokyo that during the incident in the Southern Ocean this afternoon , three warning balls -- also known as flashbangs -- had been fired ... Japanese officials have advised that these devices are designed to make a loud noise but not to injure , and that no gunshots had been fired . ''",1,0.25,6,0,Japanese,0.41,0,0.1414213562,0.9899494937,0.316227766,0.9486832981,0
DS1,123,101383,Protester says Japanese whalers shot him,13-Over,"Australian Foreign Minister Stephen Smith released a statement regarding information he received from Japanese officials : `` Japanese officials have now advised the Australian embassy in Tokyo that during the incident in the Southern Ocean this afternoon , three warning balls -- also known as flashbangs -- had been fired ... Japanese officials have advised that these devices are designed to make a loud noise but not to injure , and that no gunshots had been fired . ''",1,0.25,6,0,officials,0.41,0,0,1,0,0.9899494937,0.1414213562
DS1,123,101383,Protester says Japanese whalers shot him,13-Over,"Australian Foreign Minister Stephen Smith released a statement regarding information he received from Japanese officials : `` Japanese officials have now advised the Australian embassy in Tokyo that during the incident in the Southern Ocean this afternoon , three warning balls -- also known as flashbangs -- had been fired ... Japanese officials have advised that these devices are designed to make a loud noise but not to injure , and that no gunshots had been fired . ''",1,0.25,6,0,warning balls,0.41,0,0.8574929257,0.5144957554,0.1961161351,0.5883484054,0.7844645406
DS1,123,101383,Protester says Japanese whalers shot him,13-Over,"Australian Foreign Minister Stephen Smith released a statement regarding information he received from Japanese officials : `` Japanese officials have now advised the Australian embassy in Tokyo that during the incident in the Southern Ocean this afternoon , three warning balls -- also known as flashbangs -- had been fired ... Japanese officials have advised that these devices are designed to make a loud noise but not to injure , and that no gunshots had been fired . ''",1,0.25,6,0,fired,0.41,0,0.9899494937,0.1414213562,0.4264014327,0.6396021491,0.6396021491
DS1,124,101383,Protester says Japanese whalers shot him,16-Over,"Watson explained to Australia 's ABC News that the Japanese whalers had no reason to fire on the protesters : `` We were doing what we usually do , which is putting stink bombs on deck ... We go out of our way to make sure we do n't throw them near anybody , but they were throwing the flash grenades directly at us . ''",1,0.58,10,1,,,0,1,0,0.894427191,0,0.4472135955
DS1,124,101383,Protester says Japanese whalers shot him,16-Over,"Watson explained to Australia 's ABC News that the Japanese whalers had no reason to fire on the protesters : `` We were doing what we usually do , which is putting stink bombs on deck ... We go out of our way to make sure we do n't throw them near anybody , but they were throwing the flash grenades directly at us . ''",1,0.58,10,0,fire,0.59,0,1,0,0.2357022604,0.2357022604,0.9428090416
DS1,124,101383,Protester says Japanese whalers shot him,16-Over,"Watson explained to Australia 's ABC News that the Japanese whalers had no reason to fire on the protesters : `` We were doing what we usually do , which is putting stink bombs on deck ... We go out of our way to make sure we do n't throw them near anybody , but they were throwing the flash grenades directly at us . ''",1,0.58,10,0,the Japanese whalers had no reason to fire on the protesters,0.2,0,1,0,0.9428090416,0.2357022604,0.2357022604
DS1,124,101383,Protester says Japanese whalers shot him,16-Over,"Watson explained to Australia 's ABC News that the Japanese whalers had no reason to fire on the protesters : `` We were doing what we usually do , which is putting stink bombs on deck ... We go out of our way to make sure we do n't throw them near anybody , but they were throwing the flash grenades directly at us . ''",1,0.58,10,0,Japanese whalers,0.59,0,0.1961161351,0.9805806757,0.1961161351,0.9805806757,0
DS1,124,101383,Protester says Japanese whalers shot him,16-Over,"Watson explained to Australia 's ABC News that the Japanese whalers had no reason to fire on the protesters : `` We were doing what we usually do , which is putting stink bombs on deck ... We go out of our way to make sure we do n't throw them near anybody , but they were throwing the flash grenades directly at us . ''",1,0.58,10,0,Japanese whalers had no reason to fire,0.2,0,1,0,0.9428090416,0.2357022604,0.2357022604
DS1,124,101383,Protester says Japanese whalers shot him,16-Over,"Watson explained to Australia 's ABC News that the Japanese whalers had no reason to fire on the protesters : `` We were doing what we usually do , which is putting stink bombs on deck ... We go out of our way to make sure we do n't throw them near anybody , but they were throwing the flash grenades directly at us . ''",1,0.58,10,0,throwing the flash grenades directly at us,0.2,0,1,0,0.8017837257,0.2672612419,0.5345224838
DS1,124,101383,Protester says Japanese whalers shot him,16-Over,"Watson explained to Australia 's ABC News that the Japanese whalers had no reason to fire on the protesters : `` We were doing what we usually do , which is putting stink bombs on deck ... We go out of our way to make sure we do n't throw them near anybody , but they were throwing the flash grenades directly at us . ''",1,0.58,10,0,Japanese,0.2,0,0.1961161351,0.9805806757,0.1961161351,0.9805806757,0
DS1,124,101383,Protester says Japanese whalers shot him,16-Over,"Watson explained to Australia 's ABC News that the Japanese whalers had no reason to fire on the protesters : `` We were doing what we usually do , which is putting stink bombs on deck ... We go out of our way to make sure we do n't throw them near anybody , but they were throwing the flash grenades directly at us . ''",1,0.58,10,0,had no reason,0.2,0,0.4472135955,0.894427191,0,0.9805806757,0.1961161351
DS1,124,101383,Protester says Japanese whalers shot him,16-Over,"Watson explained to Australia 's ABC News that the Japanese whalers had no reason to fire on the protesters : `` We were doing what we usually do , which is putting stink bombs on deck ... We go out of our way to make sure we do n't throw them near anybody , but they were throwing the flash grenades directly at us . ''",1,0.58,10,0,no reason to fire,0.2,0,0.9805806757,0.1961161351,0.2357022604,0.2357022604,0.9428090416
DS1,124,101383,Protester says Japanese whalers shot him,16-Over,"Watson explained to Australia 's ABC News that the Japanese whalers had no reason to fire on the protesters : `` We were doing what we usually do , which is putting stink bombs on deck ... We go out of our way to make sure we do n't throw them near anybody , but they were throwing the flash grenades directly at us . ''",1,0.58,10,0,Watson,0.2,0,0,1,0,1,0
DS1,124,101383,Protester says Japanese whalers shot him,16-Over,"Watson explained to Australia 's ABC News that the Japanese whalers had no reason to fire on the protesters : `` We were doing what we usually do , which is putting stink bombs on deck ... We go out of our way to make sure we do n't throw them near anybody , but they were throwing the flash grenades directly at us . ''",1,0.58,10,0,protesters,0.2,0,0.4472135955,0.894427191,0,0.894427191,0.4472135955
DS1,125,101383,Protester says Japanese whalers shot him,8-NonOver,"David Page , the ship 's doctor , was filmed by the Sea Shepherd group prying a bullet from Watsons 's Kevlar vest , and said `` You have been hit by a bullet '' .",0,0.58,8,1,,,0.1961161351,0.7844645406,0.5883484054,0.6396021491,0.4264014327,0.6396021491
DS1,125,101383,Protester says Japanese whalers shot him,8-NonOver,"David Page , the ship 's doctor , was filmed by the Sea Shepherd group prying a bullet from Watsons 's Kevlar vest , and said `` You have been hit by a bullet '' .",0,0.58,8,0,prying a bullet,0.27,0.1825741858,0.3651483717,0.9128709292,0,0.9486832981,0.316227766
DS1,125,101383,Protester says Japanese whalers shot him,8-NonOver,"David Page , the ship 's doctor , was filmed by the Sea Shepherd group prying a bullet from Watsons 's Kevlar vest , and said `` You have been hit by a bullet '' .",0,0.58,8,0,prying a bullet from Watsons 's Kevlar vest,0.27,0.1961161351,0.7844645406,0.5883484054,0.1825741858,0.3651483717,0.9128709292
DS1,125,101383,Protester says Japanese whalers shot him,8-NonOver,"David Page , the ship 's doctor , was filmed by the Sea Shepherd group prying a bullet from Watsons 's Kevlar vest , and said `` You have been hit by a bullet '' .",0,0.58,8,0,You have been hit by a bullet,0.27,0,0.8574929257,0.5144957554,0.6396021491,0.4264014327,0.6396021491
DS1,125,101383,Protester says Japanese whalers shot him,8-NonOver,"David Page , the ship 's doctor , was filmed by the Sea Shepherd group prying a bullet from Watsons 's Kevlar vest , and said `` You have been hit by a bullet '' .",0,0.58,8,0,hit by a bullet,0.53,0,0.8574929257,0.5144957554,0.1961161351,0.5883484054,0.7844645406
DS1,125,101383,Protester says Japanese whalers shot him,8-NonOver,"David Page , the ship 's doctor , was filmed by the Sea Shepherd group prying a bullet from Watsons 's Kevlar vest , and said `` You have been hit by a bullet '' .",0,0.58,8,0,Kevlar vest,0.27,0.1414213562,0,0.9899494937,0,0.9486832981,0.316227766
DS1,125,101383,Protester says Japanese whalers shot him,8-NonOver,"David Page , the ship 's doctor , was filmed by the Sea Shepherd group prying a bullet from Watsons 's Kevlar vest , and said `` You have been hit by a bullet '' .",0,0.58,8,0,bullet,0.53,0,0.5144957554,0.8574929257,0,0.8574929257,0.5144957554
DS1,125,101383,Protester says Japanese whalers shot him,8-NonOver,"David Page , the ship 's doctor , was filmed by the Sea Shepherd group prying a bullet from Watsons 's Kevlar vest , and said `` You have been hit by a bullet '' .",0,0.58,8,0,Sea Shepherd,0.27,0,0,1,0,1,0
DS1,125,101383,Protester says Japanese whalers shot him,8-NonOver,"David Page , the ship 's doctor , was filmed by the Sea Shepherd group prying a bullet from Watsons 's Kevlar vest , and said `` You have been hit by a bullet '' .",0,0.58,8,0,Watsons 's Kevlar vest,0.27,0.316227766,0,0.9486832981,0,1,0
DS1,126,101383,Protester says Japanese whalers shot him,5-NonOver,Watson told Australian radio : `` It bruised my shoulder but it would have hit my heart if I did n't have the vest '' .,0,0.48,5,1,,,0.4264014327,0.6396021491,0.6396021491,0.4082482905,0.8164965809,0.4082482905
DS1,126,101383,Protester says Japanese whalers shot him,5-NonOver,Watson told Australian radio : `` It bruised my shoulder but it would have hit my heart if I did n't have the vest '' .,0,0.48,5,0,It bruised my shoulder,0.6,0,0.5144957554,0.8574929257,0,0.9486832981,0.316227766
DS1,126,101383,Protester says Japanese whalers shot him,5-NonOver,Watson told Australian radio : `` It bruised my shoulder but it would have hit my heart if I did n't have the vest '' .,0,0.48,5,0,It bruised my shoulder but it would have hit my heart if I did n't have the vest,0.3,0.6396021491,0.4264014327,0.6396021491,0.4264014327,0.6396021491,0.6396021491
DS1,126,101383,Protester says Japanese whalers shot him,5-NonOver,Watson told Australian radio : `` It bruised my shoulder but it would have hit my heart if I did n't have the vest '' .,0,0.48,5,0,Watson,0.3,0,0,1,0,1,0
DS1,126,101383,Protester says Japanese whalers shot him,5-NonOver,Watson told Australian radio : `` It bruised my shoulder but it would have hit my heart if I did n't have the vest '' .,0,0.48,5,0,vest,0.6,0.5144957554,0,0.8574929257,0.1622214211,0.9733285268,0.1622214211
DS1,126,101383,Protester says Japanese whalers shot him,5-NonOver,Watson told Australian radio : `` It bruised my shoulder but it would have hit my heart if I did n't have the vest '' .,0,0.48,5,0,heart,0.3,0.3651483717,0.1825741858,0.9128709292,0.3651483717,0.9128709292,0.1825741858
DS1,127,101383,Protester says Japanese whalers shot him,22-Over,"Two Sea Shepherd protesters were taken hostage in January after they boarded a Japanese harpoon ship , the Yushin Maru No. 2 , and Australia later brokered their release .",1,0.1,1,1,,,0.3015113446,0.9045340337,0.3015113446,0.1360827635,0.272165527,0.9525793444
DS1,127,101383,Protester says Japanese whalers shot him,22-Over,"Two Sea Shepherd protesters were taken hostage in January after they boarded a Japanese harpoon ship , the Yushin Maru No. 2 , and Australia later brokered their release .",1,0.1,1,0,Japanese harpoon ship,1,0,0.3939192986,0.91914503,0,0.8320502943,0.5547001962
DS1,128,101383,Protester says Japanese whalers shot him,17-Over,"If Watson 's statements are proven to be true , the actions of the Japanese saliors represents a breach of international law .",1,0.1,1,1,,,0,0.7071067812,0.7071067812,0.1961161351,0.7844645406,0.5883484054
DS1,128,101383,Protester says Japanese whalers shot him,17-Over,"If Watson 's statements are proven to be true , the actions of the Japanese saliors represents a breach of international law .",1,0.1,1,0,Watson 's statements are proven to be true the actions of the Japanese saliors represents a breach of international law,1,0,0.8574929257,0.5144957554,0.1961161351,0.7844645406,0.5883484054
DS1,47,120875,500 stranded melon-headed whales rescued in Philippine bay,7-Over,"`` The mammals were at first thought to have been dolphins , but experts then identified them as melon-headed whales , '' local veterinarian Mariel Flores said .",1,0.84,4,1,,,0.6963106238,0.174077656,0.6963106238,0.1561737619,0.9370425713,0.3123475238
DS1,47,120875,500 stranded melon-headed whales rescued in Philippine bay,7-Over,"`` The mammals were at first thought to have been dolphins , but experts then identified them as melon-headed whales , '' local veterinarian Mariel Flores said .",1,0.84,4,0,melon-headed whales,0.88,0.6963106238,0.174077656,0.6963106238,0,1,0
DS1,47,120875,500 stranded melon-headed whales rescued in Philippine bay,7-Over,"`` The mammals were at first thought to have been dolphins , but experts then identified them as melon-headed whales , '' local veterinarian Mariel Flores said .",1,0.84,4,0,whales,0.44,0.3123475238,0.1561737619,0.9370425713,0,0.9922778767,0.1240347346
DS1,47,120875,500 stranded melon-headed whales rescued in Philippine bay,7-Over,"`` The mammals were at first thought to have been dolphins , but experts then identified them as melon-headed whales , '' local veterinarian Mariel Flores said .",1,0.84,4,0,experts,0.15,0.7808688094,0,0.6246950476,0,0.9922778767,0.1240347346
