	index	Dataset	Tweet Id	Tweet Author	Tweet Date	Tweet Seed Index	Tweet Content	Tweet Event Relevance Score	Number of Relevant Mentions	Overall Sentiment-Intensity	Relevant Mention	Relevant Mention Score	Positive Sentiment	Negative Sentiment	Neutral Sentiment	High Intensity	Low Intensity	Medium Intensity	Unnamed: 17	Unnamed: 18	Unnamed: 19	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24	Unnamed: 25	Unnamed: 26	Unnamed: 27	Unnamed: 28	Unnamed: 29	Unnamed: 30	Unnamed: 31	Unnamed: 32	Unnamed: 33	Unnamed: 34	Unnamed: 35	Unnamed: 36	Unnamed: 37	Unnamed: 38	Unnamed: 39	Unnamed: 40	Unnamed: 41	Unnamed: 42	Unnamed: 43	Unnamed: 44	Unnamed: 45	Unnamed: 46	Unnamed: 47	Unnamed: 48	Unnamed: 49	Unnamed: 50	Unnamed: 51	Unnamed: 52	Unnamed: 53	Unnamed: 54	Unnamed: 55	Unnamed: 56	Unnamed: 57	Unnamed: 58	Unnamed: 59	Unnamed: 60	Unnamed: 61	Unnamed: 62	Unnamed: 63	Unnamed: 64	Unnamed: 65	Unnamed: 66	Unnamed: 67	Unnamed: 68	Unnamed: 69	Unnamed: 70	Unnamed: 71	Unnamed: 72	Unnamed: 73	Unnamed: 74	Unnamed: 75	Unnamed: 76	Unnamed: 77	Unnamed: 78	Unnamed: 79	Unnamed: 80	Unnamed: 81	Unnamed: 82	Unnamed: 83	Unnamed: 84	Unnamed: 85	Unnamed: 86	Unnamed: 87	Unnamed: 88	Unnamed: 89	Unnamed: 90	Unnamed: 91	Unnamed: 92	Unnamed: 93	Unnamed: 94	Unnamed: 95	Unnamed: 96	Unnamed: 97	Unnamed: 98	Unnamed: 99	Unnamed: 100	Unnamed: 101	Unnamed: 102	Unnamed: 103	Unnamed: 104	Unnamed: 105	Unnamed: 106	Unnamed: 107	Unnamed: 108	Unnamed: 109	Unnamed: 110	Unnamed: 111	Unnamed: 112	Unnamed: 113	Unnamed: 114	Unnamed: 115	Unnamed: 116	Unnamed: 117	Unnamed: 118	Unnamed: 119	Unnamed: 120	Unnamed: 121	Unnamed: 122	Unnamed: 123	Unnamed: 124	Unnamed: 125	Unnamed: 126	Unnamed: 127	Unnamed: 128	Unnamed: 129	Unnamed: 130	Unnamed: 131	Unnamed: 132	Unnamed: 133	Unnamed: 134	Unnamed: 135	Unnamed: 136	Unnamed: 137	Unnamed: 138	Unnamed: 139	Unnamed: 140	Unnamed: 141	Unnamed: 142	Unnamed: 143	Unnamed: 144	Unnamed: 145	Unnamed: 146	Unnamed: 147	Unnamed: 148	Unnamed: 149	Unnamed: 150	Unnamed: 151	Unnamed: 152	Unnamed: 153	Unnamed: 154	Unnamed: 155	Unnamed: 156	Unnamed: 157	Unnamed: 158	Unnamed: 159	Unnamed: 160
683	683	DS2	24253	@markhjacobs	2014-05-19	whaling_468	Listening to - Procol Harum ~~ Whaling Stories (Take 2 Instrumental) #nowplaying	0.45	1.0	1			0.0	0.316227766	0.9486832981	0.0	0.9899494937	0.1414213562																																																																																																																																																
684	684	DS3	38765	@DurhamBacker1	Sun Mar 15 05:11:06 +0000 2015		20 reasons brain twister hedge whaling filthy lucre carry sail has got so come afloat an fishermans fork schedu...	0.45	2.0	1			0.0	0.9486832981	0.316227766	0.0	0.5144957554	0.8574929257																																																																																																																																																
685	685	DS3	38924	@sharon_gregson	Mon Mar 09 18:46:22 +0000 2015		"RT @WHALES_org: Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
http://t.co/2b5KNNjjio http:/…"	0.45	6.0	1			0.8320502943	0.0	0.5547001962	0.0	0.5547001962	0.8320502943																																																																																																																																																
686	686	DS3	38870	@AnOceanofMind	Fri Mar 13 04:05:49 +0000 2015		RT @sciam: Commercial #whaling wiped out almost 3 million animals in the 20th century: http://t.co/zAS6uehJfs #science http://t.co/BKJi8oaP…	0.45	5.0	1			0.0	1.0	0.0	0.9370425713	0.1561737619	0.3123475238																																																																																																																																																
687	687	DS3	38973	@ladywolfzes	Sun Mar 15 22:32:44 +0000 2015		RT @NRDCBioGems: Report says 3 million whales were killed in 20th century due to commercial whaling.  http://t.co/YEfK4ENOEn http://t.co/Ts…	0.45	3.0	1			0.0	0.9863939238	0.1643989873	0.7276068751	0.4850712501	0.4850712501																																																																																																																																																
688	688	DS3	38820	@NavaNtranariax	Thu Mar 12 03:49:30 +0000 2015		RT @BiodiversityNew: World's whaling slaughter tallied http://t.co/i8YUUit4lf	0.45	1.0	1			0.0	1.0	0.0	0.6963106238	0.174077656	0.6963106238																																																																																																																																																
689	689	DS3	38979	@keith_ng	Wed Mar 11 20:56:01 +0000 2015		@GraemeEdgeler Yeah, but there aren't exactly enough Whaling Commission votes to justify all that we've seen..	0.45	1.0	1			0.1643989873	0.9863939238	0.0	0.0	0.6	0.8																																																																																																																																																
690	690	DS3	38994	@GemClucas	Thu Mar 12 16:58:45 +0000 2015		World’s whaling slaughter last century = 3 million http://t.co/jNcktwrHPD http://t.co/mv0gU5YXYF	0.45	2.0	1			0.0	0.9922778767	0.1240347346	0.5570860145	0.3713906764	0.7427813527																																																																																																																																																
691	691	DS3	38996	@Paguban	Sun Mar 15 19:21:20 +0000 2015		RT @DohertyShannen: I hope there is more attention brought to this especially as it is happening in our own backyard @SeaShepherd_USA http:…	0.45	1.0	1			0.3713906764	0.5570860145	0.7427813527	0.1690308509	0.5070925528	0.8451542547																																																																																																																																																
692	692	DS3	38645	@TheMysteryLadie	Thu Mar 12 12:28:10 +0000 2015		"RT @DavidBooker25: #THRILLER
YAKUZA'S REVENGE
What if whaling resumed illegally around Maui, the mating waters of the humpback whales? http…"	0.45	3.0	1			0.0	0.6	0.8	0.2182178902	0.8728715609	0.4364357805																																																																																																																																																
693	693	DS3	38625	@FaroeFashion	Mon Mar 16 03:18:54 +0000 2015		RT @SongOfTheHunt: National Anthems of Great Current Whaling Nations - Faroe Islands - http://t.co/heQ8IwcmdR #SeaShepherd #Tweet4Taiji #th…	0.45	1.0	1			0.0	0.0	1.0	0.0	0.9284766909	0.3713906764																																																																																																																																																
694	694	DS3	38885	@britsh57girl	Sun Mar 15 19:46:43 +0000 2015		RT @Year6MPA: @SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling http://t.co/RhvCRb2toK	0.45	2.0	1			0.6882472016	0.2294157339	0.6882472016	0.0	0.8	0.6																																																																																																																																																
695	695	DS3	38881	@LoisLelanchon	Mon Mar 16 09:36:48 +0000 2015		RT @HSIGlobal: Enjoyed #Whalefest2015 today where our Mark Simmonds OBE talked ending #whaling http://t.co/RSYcAxqmY9 photo credit: @alyxca…	0.45	2.0	1			0.9486832981	0.0	0.316227766	0.1961161351	0.5883484054	0.7844645406																																																																																																																																																
696	696	DS3	38867	@AAkhnokh	Fri Mar 13 02:55:41 +0000 2015		RT @IntellectualFix: An endangered Finless Porpoise smiling before its death from illegal whaling http://t.co/2MAVEsWbEQ	0.45	1.0	1			0.0	0.9938837347	0.1104315261	0.6666666667	0.3333333333	0.6666666667																																																																																																																																																
697	697	DS3	38762	@FeluciSusanna	Sun Mar 15 19:16:53 +0000 2015		.@denmarkdotdk When will Denmark take a stand against Faroes outdated, cruel whaling tradition? http://t.co/9Mx9VVaSnP #BloodEclipse	0.45	2.0	1			0.0	1.0	0.0	0.5883484054	0.1961161351	0.7844645406																																																																																																																																																
698	698	DS3	38811	@pollyemmie	Sat Mar 14 18:16:52 +0000 2015		.@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/BjXi6b218N	0.45	3.0	1			0.0	0.4472135955	0.894427191	0.2357022604	0.9428090416	0.2357022604																																																																																																																																																
699	699	DS3	38805	@hirochii0	Thu Mar 12 03:45:40 +0000 2015		SS is protesting whaling as business. An ideal does not exist in their activity. http://t.co/Zv7Ea78G6P #Taiwan #Tibet #Bhutan	0.45	2.0	1			0.4364357805	0.2182178902	0.8728715609	0.0	0.3713906764	0.9284766909																																																																																																																																																
700	700	DS3	38653	@Cuarent0ona	Thu Mar 12 06:33:57 +0000 2015		RT @Jackie_Onassis_: In one of the coldest places on Earth, the still-active volcano of Deception Island has a dangerous whaling past. http…	0.45	2.0	1			0.0	0.894427191	0.4472135955	0.3713906764	0.5570860145	0.7427813527																																																																																																																																																
701	701	DS3	38915	@ernestma	Thu Mar 12 15:09:13 +0000 2015		RT @sciam: World's Whaling Slaughter Tallied at 3 Million http://t.co/liLFmoUHmD #science	0.45	3.0	1			0.0	1.0	0.0	0.3481553119	0.3481553119	0.8703882798																																																																																																																																																
702	702	DS3	38685	@savetheturtles2	Sat Mar 14 21:33:07 +0000 2015		.@BBCNews  Mar 20th. Total Solar Eclipse. Faroes. If people aware of Faroe whaling, would they visit? #BloodEclipse	0.45	2.0	1			0.0	0.9863939238	0.1643989873	0.0	0.8	0.6																																																																																																																																																
703	703	DS3	38686	@suepi44	Sat Mar 14 17:55:56 +0000 2015		.@BBCNews  Mar 20th. Total Solar Eclipse. Faroes. If people aware of Faroe whaling, would they visit? #BloodEclipse	0.45	2.0	1			0.0	0.9922778767	0.1240347346	0.3123475238	0.1561737619	0.9370425713																																																																																																																																																
704	704	DS3	38896	@Yushin_Maru_No2	Thu Mar 12 08:45:50 +0000 2015		"Whaling Facts - http://t.co/nPrWHfx5u6 
#Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians"	0.45	1.0	1			0.0	0.1240347346	0.9922778767	0.0	0.9615239476	0.2747211279																																																																																																																																																
705	705	DS3	38699	@justjazzy17	Sun Mar 15 23:40:15 +0000 2015		RT @pippatg: .@martinlidegaard Denmark supports Faroes Grindadrap = Denmark is Pro-Whaling.  End it! http://t.co/rGG76mKzUA #BloodEclipse	0.45	2.0	1			0.4866642634	0.8111071057	0.3244428423	0.6666666667	0.6666666667	0.3333333333																																																																																																																																																
706	706	DS2	23949	@thewhaling	2014-05-03	whaling_158	"RT @jimmy_light_up: Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/tFbiPIW3dU via @YouTube"	0.45	1.0	1			0.1400280084	0.1400280084	0.9801960588	0.0	0.9922778767	0.1240347346																																																																																																																																																
707	707	DS3	38700	@_Sinnister	Mon Mar 16 02:20:58 +0000 2015		RT @bvnssss: i had to turn away from sin, she's whaling. 😭😭😭😭	0.45	1.0	1			0.2182178902	0.4364357805	0.8728715609	0.0	0.8	0.6																																																																																																																																																
708	708	DS2	18	@GoWorldMagazine	2014-05-19	whaling_478	Whaling was the island’s lifeblood. Tourists now revel in the charm and history of the summer hot spot - #Nantucket http://t.co/AkHkK0uBzA	0.45	1.0	1			0.1961161351	0.0	0.9805806757	0.0	0.9805806757	0.1961161351																																																																																																																																																
709	709	DS2	23989	@thewhaling	2014-05-06	whaling_198	RT @Ocean_Pig: Recipe - Alaska Whale Stew - http://t.co/D8nXbeWTrn #Tweet4Taiji #thecove #whaling	0.45	3.0	1			0.0	0.2747211279	0.9615239476	0.0	0.6246950476	0.7808688094																																																																																																																																																
710	710	DS2	24210	@thewhaling	2014-05-16	whaling_425	"RT @djdodoebom: Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/LRWtqAg2WA via @YouTube"	0.45	1.0	1			0.0	0.2747211279	0.9615239476	0.1690308509	0.8451542547	0.5070925528																																																																																																																																																
711	711	DS2	12	@thewhaling	2014-05-08	whaling_222	"RT @Hoooper_x3: Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/UDRoSa0Enz via @YouTube"	0.45	1.0	1			0.123091491	0.123091491	0.9847319278	0.1360827635	0.9525793444	0.272165527																																																																																																																																																
712	712	DS2	24202	@1stNewsHeds	2014-05-16	whaling_417	Fox News: Restorted American whaling ship prepares for first voyage in almost century. More #news - http://t.co/AzovGvn1Pe	0.45	2.0	1			0.6963106238	0.174077656	0.6963106238	0.0	0.7808688094	0.6246950476																																																																																																																																																
713	713	DS2	23998	@_Chrissty	2014-05-07	whaling_207	"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling 😂😂😂 http://t.co/KuHUwr3E6N"	0.45	1.0	1			0.7427813527	0.5570860145	0.3713906764	0.1561737619	0.9370425713	0.3123475238																																																																																																																																																
714	714	DS2	24194	@BrandyLotusgirl	2014-05-16	whaling_407	RT @VeganRevoIution: Eco-Terrorists @seashepherd against Freedom Foods & Organic Natural Whaling techniques - cause that's how language can…	0.45	3.0	1			0.9733285268	0.1622214211	0.1622214211	0.1622214211	0.1622214211	0.9733285268																																																																																																																																																
715	715	DS2	24185	@MovieCriticFeed	2014-05-16	whaling_398	#Movie Reviews - Godzilla Lives On, and So Does the Eternal Appeal of Giant Lizards Whaling on ... - Slate Magazin... http://t.co/ZCyc51lu91	0.45	2.0	1			0.1561737619	0.3123475238	0.9370425713	0.0	0.894427191	0.4472135955																																																																																																																																																
716	716	DS2	23817	@SongsOfTheHunt	2014-04-29	whaling_18	National Anthems of Great Current Whaling Nations - Indonesia - http://t.co/SiHEhzX4DL #Tweet4Taiji #thecove #seashepherd	0.45	2.0	1			0.0	0.1240347346	0.9922778767	0.0	0.9615239476	0.2747211279																																																																																																																																																
717	717	DS2	24252	@Rotten_News	2014-05-19	whaling_467	Godzilla Lives On, and So Does the Eternal Appeal of Giant Lizards Whaling on ... - Slate Magazine http://t.co/7KWCHRcJvj	0.45	1.0	1			0.1561737619	0.3123475238	0.9370425713	0.0	1.0	0.0																																																																																																																																																
718	718	DS2	23952	@SongsOfTheHunt	2014-05-03	whaling_161	National Anthems of Great Current Whaling Nations - Saint Lucia -http://t.co/wt1hDEM6Gt #Tweet4Taiji #seashepherd #thecove	0.45	2.0	1			0.1240347346	0.0	0.9922778767	0.0	1.0	0.0																																																																																																																																																
719	719	DS2	24229	@cjceglio	2014-05-17	whaling_444	RT @UConnCLAS: A 19th-century whaling ship, crewed by @UConnAveryPoint English prof Mary Bercaw Edwards - sets sail http://t.co/hHwMkicP37 …	0.45	3.0	1			0.0	0.0	1.0	0.0	0.9486832981	0.316227766																																																																																																																																																
720	720	DS2	24254	@Lynnibinny	2014-05-19	whaling_469	Appalling new footage shows cruelty of #Norwegian #Whaling - YouTube 1.23m | @scoopit via @WldlifeDefence http://t.co/myK0A5NF1M	0.45	1.0	1			0.1924500897	0.9622504486	0.1924500897	0.8	0.0	0.6																																																																																																																																																
721	721	DS2	23945	@jillypegasusxox	2014-05-03	whaling_154	Photo: onegreenplanet: It’s time to let go of the past and move on! - Why Norway Needs to Let Whaling Die http://t.co/Glmd2c9HGt	0.45	2.0	1			0.8451542547	0.5070925528	0.1690308509	0.3123475238	0.1561737619	0.9370425713																																																																																																																																																
722	722	DS2	23920	@Vader_Drummer	2014-05-02	whaling_129	#nowplaying Chunk! No, Captain Chunk! - But There Ain't No Whales, So We Tell Tall Tales And Sing a Whaling Tune	0.45	3.0	1			0.2672612419	0.5345224838	0.8017837257	0.0	0.9805806757	0.1961161351																																																																																																																																																
723	723	DS2	23877	@ZoraMichelle	2014-04-30	whaling_82	"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling Dead. Why Is this sooo funny to me?! 😭😂 http://t.co/NioYJXcGcb"	0.45	2.0	1			0.3713906764	0.5570860145	0.7427813527	0.174077656	0.6963106238	0.6963106238																																																																																																																																																
724	724	DS2	24217	@__Optimum__	2014-05-17	whaling_432	"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling Yah yah yeet http://t.co/Gnw1tePKOq"	0.45	1.0	1			0.6882472016	0.2294157339	0.6882472016	0.1924500897	0.9622504486	0.1924500897																																																																																																																																																
725	725	DS2	24301	@AquarianBlaque	2014-05-23	whaling_517	"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/T5E8JM48Cv via @YouTube"	0.45	1.0	1			0.4472135955	0.0	0.894427191	0.2357022604	0.9428090416	0.2357022604																																																																																																																																																
726	726	DS2	23853	@thewhaling	2014-04-30	whaling_58	"RT @ameerulaffiq: ""Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling"" dah jumpa dahhhhhhh http://t.co/2aiKSCCLg8"	0.45	1.0	1			0.3123475238	0.1561737619	0.9370425713	0.1561737619	0.9370425713	0.3123475238																																																																																																																																																
727	727	DS2	24286	@ProgPositivity	2014-05-22	whaling_502	#NowPlaying Different Kong - A Whaling/North For The Winter #progrock	0.45	1.0	1			0.0	0.1240347346	0.9922778767	0.0	0.9922778767	0.1240347346																																																																																																																																																
728	728	DS2	23942	@SciaccaFlocka	2014-05-03	whaling_151	"""Get your harpoon ready, we're going whaling"" - Dan"	0.45	2.0	1			0.4850712501	0.4850712501	0.7276068751	0.2294157339	0.6882472016	0.6882472016																																																																																																																																																
729	729	DS2	24298	@gaebby2009	2014-05-22	whaling_514	Stop Norwegian Whaling before this 2014 whaling season *** p... - Care2 News Network http://t.co/WQ9EvCxOeo	0.45	2.0	1			0.6172133998	0.7715167498	0.15430335	0.3244428423	0.8111071057	0.4866642634																																																																																																																																																
730	730	DS2	24219	@lilmonie090603	2014-05-17	whaling_434	"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/5X1xEH2eQq via @YouTube man they salty"	0.45	2.0	1			0.7071067812	0.0	0.7071067812	0.0	0.5144957554	0.8574929257																																																																																																																																																
731	731	DS2	13	@SongsOfTheHunt	2014-05-09	whaling_250	National Anthems of Great Current Whaling Nations - Indonesia - http://t.co/C8NiRPfNAz #Tweet4Taiji #thecove #seashepherd	0.45	4.0	1			0.0	0.0	1.0	0.0	1.0	0.0																																																																																																																																																
732	732	DS2	24025	@newsmaine	2014-05-08	whaling_235	Press Herald - Connecticut whaling ship selects Maine ‘stowaway’ http://t.co/3bQ166RfPu	0.45	1.0	1			0.1643989873	0.0	0.9863939238	0.0	0.9863939238	0.1643989873																																																																																																																																																
733	733	DS2	24329	@ThoughtsFurPaws	2014-05-25	whaling_546	Sea Shepherd Conservation Society Australia - Sea Shepherd Responds to Whaling Industry Plans... http://t.co/5I5YT7VYLw	0.45	3.0	1			0.0	0.1961161351	0.9805806757	0.0	0.9805806757	0.1961161351																																																																																																																																																
734	734	DS2	24021	@KenProj	2014-05-08	whaling_231	Whaling along trying to remember the words to Ken Doh - Nakasaki, well I'm stuck in the office waiting on something so why not	0.45	1.0	1			0.0	0.2747211279	0.9615239476	0.0	0.9615239476	0.2747211279																																																																																																																																																
735	735	DS2	24327	@birdman_73	2014-05-25	whaling_544	@StanCollymore Think the French or Spanish possibly had claim of discovery - again via whaling or some such.	0.45	1.0	1			0.0	0.1961161351	0.9805806757	0.0	0.9805806757	0.1961161351																																																																																																																																																
736	736	DS2	24058	@CareyAlbert4	2014-05-09	whaling_269	Salt sea haulage whaling fleet - dismiss persist foremost in there with regards in order to getting yours products in consideratio: ZFRt	0.45	1.0	1			0.242535625	0.0	0.9701425001	0.0	1.0	0.0																																																																																																																																																
737	737	DS2	24325	@sailing_news	2014-05-24	whaling_542	Restored whaling ship prepares to set sail - The Recorder http://t.co/v3PnQisJJS	0.45	1.0	1			0.4850712501	0.4850712501	0.7276068751	0.0	0.9863939238	0.1643989873																																																																																																																																																
738	738	DS2	24320	@nunnaloveomari7	2014-05-24	whaling_537	"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/T6aUaX3Q7n via @YouTube"	0.45	1.0	1			0.1825741858	0.3651483717	0.9128709292	0.1414213562	0.9899494937	0.0																																																																																																																																																
739	739	DS2	24317	@thewhaling	2014-05-24	whaling_534	"RT @tjenkins948: Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling http://t.co/2brv0ozlqL"	0.45	1.0	1			0.0	0.2747211279	0.9615239476	0.1400280084	0.9801960588	0.1400280084																																																																																																																																																
740	740	DS2	24310	@FreedomBlueAUS	2014-05-23	whaling_527	Society for Marine Mammalogy - 65th Biennial Meeting of the International Whaling Commission: http://t.co/W6Vr0wy9yR	0.45	2.0	1			0.8846517369	0.1474419562	0.4423258685	0.1360827635	0.272165527	0.9525793444																																																																																																																																																
741	741	DS2	24012	@Hoooper_x3	2014-05-08	whaling_221	"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/UDRoSa0Enz via @YouTube"	0.44	1.0	1			0.1360827635	0.272165527	0.9525793444	0.1360827635	0.9525793444	0.272165527																																																																																																																																																
742	742	DS2	23982	@bumpyjohnsonjr	2014-05-06	whaling_191	"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/c7ZmsRZBTx via @YouTube"	0.44	1.0	1			0.1561737619	0.3123475238	0.9370425713	0.3713906764	0.7427813527	0.5570860145																																																																																																																																																
743	743	DS2	24169	@chrishinton74	2014-05-15	whaling_382	RT @wdam: Historic whaling ship to make first voyage in 63 years -  http://t.co/g0QwOzLuUC	0.41	1.0	1			0.4082482905	0.4082482905	0.8164965809	0.0	0.9486832981	0.316227766																																																																																																																																																
744	744	DS2	24266	@mediatracker21	2014-05-20	whaling_482	New Whaling Museum center will bolster downtown - http://t.co/K3jcyZ19FS http://t.co/tXtJmsPcj1	0.37	2.0	1			0.316227766	0.0	0.9486832981	0.0	0.9486832981	0.316227766																																																																																																																																																
745	745	DS2	24017	@rajmjamel	2014-05-08	whaling_227	Wildlife Extra News - Clues to why whales are not recovering in numbers in the Antarctic http://t.co/o9UZUYAxz3	0.37	1.0	1			0.0	0.9486832981	0.316227766	0.0	0.7071067812	0.7071067812																																																																																																																																																
746	746	DS3	38944	@Ocean_Pigs	Wed Mar 11 20:10:00 +0000 2015		Recipe - Alaska Whale Stew - http://t.co/NtHytkNGNV #Tweet4Taiji #thecove #whaling #seashepherd	0.37	1.0	1			0.4082482905	0.4082482905	0.8164965809	0.0	0.8574929257	0.5144957554																																																																																																																																																
747	747	DS2	24339	@ConnyJacobson	2014-05-26	whaling_556	RT @EurEnvlLaw: The Most Senseless Environmental Crime of the 20th Century - Soviet whaling http://t.co/geWz4O35EL	0.37	1.0	1			0.0	1.0	0.0	0.9805806757	0.0	0.1961161351																																																																																																																																																
748	748	DS3	38810	@goldieme2	Wed Mar 18 10:56:38 +0000 2015		RT @peteswildlife: .@martinlidegaard Denmark supports Faroes Grindadrap = Denmark is Pro-Whaling.  End it! http://t.co/FZe8Bwo9sU #BloodEcl…	0.37	1.0	1			0.0	1.0	0.0	0.2357022604	0.2357022604	0.9428090416																																																																																																																																																
749	749	DS2	24225	@SamanthaChandte	2014-05-17	whaling_440	Fishfinders - thy outmaneuver sweetheart whereas whaling: AInYEsYkF	0.37	1.0	1			0.0	0.1643989873	0.9863939238	0.0	1.0	0.0																																																																																																																																																
750	750	DS2	24184	@thewhaling	2014-05-16	whaling_397	"RT @Chris0167: Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/c02ANz0XlZ via @YouTube"	0.37	1.0	1			0.1414213562	0.0	0.9899494937	0.6396021491	0.4264014327	0.6396021491																																																																																																																																																
751	751	DS2	24261	@eudo_ra	2014-05-19	whaling_476	RT @cathorio: #Lawsuit against @SeaShepherd flags plan to resume whaling early next year - http://t.co/Cn7q0SO8jB	0.37	4.0	1			0.0	0.7071067812	0.7071067812	0.0	0.894427191	0.4472135955																																																																																																																																																
752	752	DS3	38927	@BBaumgartnerBKK	Mon Mar 16 02:07:18 +0000 2015		4 of 5 stars to Whaling Season by Peter Lourie https://t.co/6ZHtjotKsc	0.37	2.0	1			0.8728715609	0.2182178902	0.4364357805	0.0	0.6	0.8																																																																																																																																																
753	753	DS3	38802	@2gtherwerstrong	Sun Mar 15 07:30:07 +0000 2015		RT @QuadFins4Fun: Norwegian Government's Financial Support of Whaling under Fire Again - http://t.co/Fc8HOmnC1w http://t.co/It686faj8l	0.37	1.0	1			0.0	0.9899494937	0.1414213562	0.0	0.5144957554	0.8574929257																																																																																																																																																
754	754	DS3	38948	@937JohnGaskins	Mon Mar 09 16:29:52 +0000 2015		Incredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid, now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back	0.37	1.0	1			0.4472135955	0.0	0.894427191	0.1400280084	0.9801960588	0.1400280084																																																																																																																																																
755	755	DS3	38909	@FAUNAWildlife1	Sun Mar 15 22:43:45 +0000 2015		.@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclip	0.37	1.0	1			0.0	0.894427191	0.4472135955	0.0	0.2747211279	0.9615239476																																																																																																																																																
756	756	DS3	38660	@boogaard_agnes	Sun Mar 15 19:50:37 +0000 2015		.@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/zTxrvQJdI0	0.37	2.0	1			0.1961161351	0.9805806757	0.0	0.7071067812	0.0	0.7071067812																																																																																																																																																
757	757	DS3	38836	@Mad4Madsen	Mon Mar 16 13:18:10 +0000 2015		"""We're whalers on the Moon, we carry a harpoon. But there ain't no whales so we tell tall tales and sing our whaling tune"" #4Holly #Futurama"	0.37	5.0	1			0.1825741858	0.3651483717	0.9128709292	0.0	0.9899494937	0.1414213562																																																																																																																																																
758	758	DS3	38729	@Sakae_W_1964	Sat Mar 14 23:48:54 +0000 2015		"@Gray_Whales_ 
Hello 
Follow 
Thank you very much 
My best regards　(=^・^=)
Whaling adamantly opposition"	0.37	2.0	1			0.6396021491	0.4264014327	0.6396021491	0.1961161351	0.5883484054	0.7844645406																																																																																																																																																
759	759	DS3	38669	@Heart4TheOceans	Sat Mar 14 20:28:53 +0000 2015		.@BBCNews  Mar 20th. Total Solar Eclipse. Faroes. If people aware of Faroe whaling, would they visit? #BloodEclipse	0.37	2.0	1			0.4472135955	0.894427191	0.0	0.7071067812	0.0	0.7071067812																																																																																																																																																
760	760	DS3	38902	@savetheturtles2	Sun Mar 15 14:11:25 +0000 2015		.@DRNyheder @Denmark_UN When will Denmark take stand against Faroes outdated, cruel whaling tradition? http://t.co/wIZXp4slAq #BloodEclipse	0.37	3.0	1			0.1400280084	0.9801960588	0.1400280084	0.3123475238	0.1561737619	0.9370425713																																																																																																																																																
761	761	DS3	38655	@kungbore_15	Sat Mar 14 20:13:21 +0000 2015		.@denmarkdotdk When will Denmark take a stand against Faroes outdated, cruel whaling tradition? http://t.co/ot2hylBkwZ #BloodEclipse	0.37	2.0	1			0.0	0.9863939238	0.1643989873	0.2294157339	0.6882472016	0.6882472016																																																																																																																																																
762	762	DS2	23916	@thewhaling	2014-05-02	whaling_125	"RT @SalimNamikaze: Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/IpnOLOpMNW via @YouTube @HotNewHip…"	0.37	1.0	1			0.1961161351	0.5883484054	0.7844645406	0.0	1.0	0.0																																																																																																																																																
763	763	DS2	23964	@mar_ta80	2014-05-05	whaling_173	Wildlife Extra News - Clues to why whales are not recovering in numbers in the Antarctic http://t.co/ThD8LT9avm	0.37	2.0	1			0.0	0.8	0.6	0.0	0.8	0.6																																																																																																																																																
764	764	DS2	23959	@EdwPatJadeOwl	2014-05-04	whaling_168	Whaling and Life are a Bloody Business - 'Turning Idolater' come read a sample on- http://t.co/HIxmjnNfir	0.37	2.0	1			0.0	0.9284766909	0.3713906764	0.2182178902	0.4364357805	0.8728715609																																																																																																																																																
