Dataset,Tweet Id,Tweet Author,Tweet Date,Tweet Seed Index,Tweet Content,Tweet Event Relevance Score,Number of Relevant Mentions,Overall Sentiment-Intensity,Relevant Mention,Relevant Mention Score,Positive Sentiment,Negative Sentiment,Neutral Sentiment,High Intensity,Low Intensity,Medium Intensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38741,@colekennedy672,Mon Mar 09 21:23:24 +0000 2015,,@SeaWorld secretly funds Japanese whaling ships!!!!!!!,1.00,4,0,@SeaWorld,0.26,0,0.1240347346,0.9922778767,0,0.9922778767,0.1240347346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38839,@lynxlynx8,Mon Mar 16 15:31:36 +0000 2015,,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/ReldGC1Xf6",1.00,2,1,,,0,0.7808688094,0.6246950476,0.1561737619,0.9370425713,0.3123475238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38839,@lynxlynx8,Mon Mar 16 15:31:36 +0000 2015,,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/ReldGC1Xf6",1.00,2,0,whaling,0.97,0,0.4472135955,0.894427191,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38839,@lynxlynx8,Mon Mar 16 15:31:36 +0000 2015,,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/ReldGC1Xf6",1.00,2,0,"23 whaling bays,",0.24,0,0.4472135955,0.894427191,0,0.9922778767,0.1240347346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38766,@BlackCatMasque,Thu Mar 12 18:15:09 +0000 2015,,Spread the word: Whaling is a tradition that belongs in history. via @dodo https://t.co/JdzhJZNpYX,1.00,3,1,,,0.5070925528,0.8451542547,0.1690308509,0.3123475238,0.9370425713,0.1561737619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38766,@BlackCatMasque,Thu Mar 12 18:15:09 +0000 2015,,Spread the word: Whaling is a tradition that belongs in history. via @dodo https://t.co/JdzhJZNpYX,1.00,3,0,Whaling,0.94,0.5773502692,0.5773502692,0.5773502692,0.2747211279,0.9615239476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38766,@BlackCatMasque,Thu Mar 12 18:15:09 +0000 2015,,Spread the word: Whaling is a tradition that belongs in history. via @dodo https://t.co/JdzhJZNpYX,1.00,3,0,Whaling is,0.24,0.5773502692,0.5773502692,0.5773502692,0.2747211279,0.9615239476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38766,@BlackCatMasque,Thu Mar 12 18:15:09 +0000 2015,,Spread the word: Whaling is a tradition that belongs in history. via @dodo https://t.co/JdzhJZNpYX,1.00,3,0,tradition,0.24,0.8703882798,0.3481553119,0.3481553119,0.2747211279,0.9615239476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38887,@195Angela,Sat Mar 14 23:18:06 +0000 2015,,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/C716WhCilS",0.99,4,1,,,0,0.6246950476,0.7808688094,0,0.9615239476,0.2747211279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38887,@195Angela,Sat Mar 14 23:18:06 +0000 2015,,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/C716WhCilS",0.99,4,0,whaling,0.87,0,0.2747211279,0.9615239476,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38887,@195Angela,Sat Mar 14 23:18:06 +0000 2015,,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/C716WhCilS",0.99,4,0,"With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind",0.29,0,0.6246950476,0.7808688094,0.1240347346,0.9922778767,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38887,@195Angela,Sat Mar 14 23:18:06 +0000 2015,,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/C716WhCilS",0.99,4,0,Faroe Grind,0.29,0,0.2747211279,0.9615239476,0,0.9922778767,0.1240347346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38887,@195Angela,Sat Mar 14 23:18:06 +0000 2015,,".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/C716WhCilS",0.99,4,0,"whaling bays,",0.29,0,0.2747211279,0.9615239476,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38879,@yuri_marquis,Fri Mar 13 08:30:56 +0000 2015,,RT @F117J: South Korea whaling OK Sea Shepherd: http://t.co/KGohQv48Te #Taiji #Dolphins #whales #NYC,1.00,3,1,,,0.4850712501,0.7276068751,0.4850712501,0,0.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38879,@yuri_marquis,Fri Mar 13 08:30:56 +0000 2015,,RT @F117J: South Korea whaling OK Sea Shepherd: http://t.co/KGohQv48Te #Taiji #Dolphins #whales #NYC,1.00,3,0,whaling,0.94,0.4850712501,0.7276068751,0.4850712501,0,0.9284766909,0.3713906764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38879,@yuri_marquis,Fri Mar 13 08:30:56 +0000 2015,,RT @F117J: South Korea whaling OK Sea Shepherd: http://t.co/KGohQv48Te #Taiji #Dolphins #whales #NYC,1.00,3,0,South Korea whaling OK,0.24,0.4364357805,0.8728715609,0.2182178902,0,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38879,@yuri_marquis,Fri Mar 13 08:30:56 +0000 2015,,RT @F117J: South Korea whaling OK Sea Shepherd: http://t.co/KGohQv48Te #Taiji #Dolphins #whales #NYC,1.00,3,0,Sea Shepherd:,0.24,0.6882472016,0.2294157339,0.6882472016,0.1924500897,0.9622504486,0.1924500897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,39000,@iwashitanatsuki,Fri Mar 13 06:33:39 +0000 2015,,"RT @irukahagohan: 【鯨と生きる（上）】欧米論理「捕鯨停止判決」「追い込み漁批判」、それでも消えぬ日本の「鯨の町」の誇り―産経http://t.co/3U4LTAUmS5
60代→子供の頃、すき焼きといったらイルカやった
#whaling #鯨肉 #捕鯨 htt…",0.45,1,1,,,0,0,1,0,0.9922778767,0.1240347346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,39000,@iwashitanatsuki,Fri Mar 13 06:33:39 +0000 2015,,"RT @irukahagohan: 【鯨と生きる（上）】欧米論理「捕鯨停止判決」「追い込み漁批判」、それでも消えぬ日本の「鯨の町」の誇り―産経http://t.co/3U4LTAUmS5
60代→子供の頃、すき焼きといったらイルカやった
#whaling #鯨肉 #捕鯨 htt…",0.45,1,0,"【鯨と生きる（上）】欧米論理「捕鯨停止判決」「追い込み漁批判」、それでも消えぬ日本の「鯨の町」の誇り―産経http://t.co/3U4LTAUmS5
60代→子供の頃、すき焼きといったらイルカやった
#whaling",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38773,@marshharrier1,Mon Mar 09 14:09:48 +0000 2015,,Tell our Government to urge Japan to end 'scientific whaling' once and for all.  http://t.co/WEC2kdRH7A via @ifawuk,1.00,4,1,,,0.8728715609,0.2182178902,0.4364357805,0,0.9284766909,0.3713906764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38773,@marshharrier1,Mon Mar 09 14:09:48 +0000 2015,,Tell our Government to urge Japan to end 'scientific whaling' once and for all.  http://t.co/WEC2kdRH7A via @ifawuk,1.00,4,0,urge Japan to end 'scientific whaling',0.63,0.4850712501,0.4850712501,0.7276068751,0,0.9863939238,0.1643989873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38773,@marshharrier1,Mon Mar 09 14:09:48 +0000 2015,,Tell our Government to urge Japan to end 'scientific whaling' once and for all.  http://t.co/WEC2kdRH7A via @ifawuk,1.00,4,0,Japan to end 'scientific whaling',0.63,0.6882472016,0.2294157339,0.6882472016,0,0.9284766909,0.3713906764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38773,@marshharrier1,Mon Mar 09 14:09:48 +0000 2015,,Tell our Government to urge Japan to end 'scientific whaling' once and for all.  http://t.co/WEC2kdRH7A via @ifawuk,1.00,4,0,'scientific whaling',0.32,0,0.6,0.8,0,0.9863939238,0.1643989873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38773,@marshharrier1,Mon Mar 09 14:09:48 +0000 2015,,Tell our Government to urge Japan to end 'scientific whaling' once and for all.  http://t.co/WEC2kdRH7A via @ifawuk,1.00,4,0,whaling',0.32,0,0.6,0.8,0,0.9863939238,0.1643989873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38814,@zacary14,Tue Mar 10 00:42:58 +0000 2015,,"@SeaWorld is it true you guys made money off the Iraq war, did 9/11, and secretly fund Japanese whaling ships?",0.99,4,1,,,0,0.9284766909,0.3713906764,0.4850712501,0.4850712501,0.7276068751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38814,@zacary14,Tue Mar 10 00:42:58 +0000 2015,,"@SeaWorld is it true you guys made money off the Iraq war, did 9/11, and secretly fund Japanese whaling ships?",0.99,4,0,Japanese whaling ships?,0.63,0,0.3713906764,0.9284766909,0,0.9863939238,0.1643989873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38814,@zacary14,Tue Mar 10 00:42:58 +0000 2015,,"@SeaWorld is it true you guys made money off the Iraq war, did 9/11, and secretly fund Japanese whaling ships?",0.99,4,0,fund Japanese whaling ships?,0.63,0,0.3713906764,0.9284766909,0,0.9284766909,0.3713906764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38814,@zacary14,Tue Mar 10 00:42:58 +0000 2015,,"@SeaWorld is it true you guys made money off the Iraq war, did 9/11, and secretly fund Japanese whaling ships?",0.99,4,0,Japanese whaling,0.32,0,0.3713906764,0.9284766909,0,0.9863939238,0.1643989873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38814,@zacary14,Tue Mar 10 00:42:58 +0000 2015,,"@SeaWorld is it true you guys made money off the Iraq war, did 9/11, and secretly fund Japanese whaling ships?",0.99,4,0,whaling,0.32,0,0.3713906764,0.9284766909,0,0.9863939238,0.1643989873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38598,@borgarna,Thu Mar 12 19:39:29 +0000 2015,,RT @SeaShepherd_USA: Nearly 3 million whales were killed by commercial whaling in the last century http://t.co/z8O7GczHAx,1.00,9,1,,,0,1,0,0.4472135955,0,0.894427191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38598,@borgarna,Thu Mar 12 19:39:29 +0000 2015,,RT @SeaShepherd_USA: Nearly 3 million whales were killed by commercial whaling in the last century http://t.co/z8O7GczHAx,1.00,9,0,Nearly 3 million whales were killed by commercial whaling,0.22,0,1,0,0.1961161351,0,0.9805806757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38598,@borgarna,Thu Mar 12 19:39:29 +0000 2015,,RT @SeaShepherd_USA: Nearly 3 million whales were killed by commercial whaling in the last century http://t.co/z8O7GczHAx,1.00,9,0,whaling,0.67,0,0.894427191,0.4472135955,0.5773502692,0.5773502692,0.5773502692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38598,@borgarna,Thu Mar 12 19:39:29 +0000 2015,,RT @SeaShepherd_USA: Nearly 3 million whales were killed by commercial whaling in the last century http://t.co/z8O7GczHAx,1.00,9,0,@SeaShepherd_USA:,0.22,0,0,1,0,0.7071067812,0.7071067812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38598,@borgarna,Thu Mar 12 19:39:29 +0000 2015,,RT @SeaShepherd_USA: Nearly 3 million whales were killed by commercial whaling in the last century http://t.co/z8O7GczHAx,1.00,9,0,million whales,0.22,0,0.1961161351,0.9805806757,0,0.4472135955,0.894427191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38598,@borgarna,Thu Mar 12 19:39:29 +0000 2015,,RT @SeaShepherd_USA: Nearly 3 million whales were killed by commercial whaling in the last century http://t.co/z8O7GczHAx,1.00,9,0,whales,0.45,0,0.1961161351,0.9805806757,0,0.894427191,0.4472135955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38598,@borgarna,Thu Mar 12 19:39:29 +0000 2015,,RT @SeaShepherd_USA: Nearly 3 million whales were killed by commercial whaling in the last century http://t.co/z8O7GczHAx,1.00,9,0,commercial whaling in the last century,0.22,0,0.7071067812,0.7071067812,0,0.1961161351,0.9805806757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38598,@borgarna,Thu Mar 12 19:39:29 +0000 2015,,RT @SeaShepherd_USA: Nearly 3 million whales were killed by commercial whaling in the last century http://t.co/z8O7GczHAx,1.00,9,0,commercial whaling,0.22,0,0.894427191,0.4472135955,0,0.1961161351,0.9805806757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38598,@borgarna,Thu Mar 12 19:39:29 +0000 2015,,RT @SeaShepherd_USA: Nearly 3 million whales were killed by commercial whaling in the last century http://t.co/z8O7GczHAx,1.00,9,0,killed,0.22,0,1,0,0.8017837257,0.2672612419,0.5345224838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,38598,@borgarna,Thu Mar 12 19:39:29 +0000 2015,,RT @SeaShepherd_USA: Nearly 3 million whales were killed by commercial whaling in the last century http://t.co/z8O7GczHAx,1.00,9,0,Nearly 3 million whales were killed by commercial whaling in the last century,0.22,0,1,0,0.1961161351,0,0.9805806757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,39006,@MaxAvocet,Tue Mar 10 10:26:27 +0000 2015,,Tell our Government to urge Japan to end 'scientific whaling' once and for all.  http://t.co/Dvs4iWYy5L via @ifawuk,1.00,8,1,,,0.9045340337,0.3015113446,0.3015113446,0.3333333333,0.6666666667,0.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,39006,@MaxAvocet,Tue Mar 10 10:26:27 +0000 2015,,Tell our Government to urge Japan to end 'scientific whaling' once and for all.  http://t.co/Dvs4iWYy5L via @ifawuk,1.00,8,0,urge Japan to end 'scientific whaling',0.24,0.7715167498,0.6172133998,0.15430335,0.3333333333,0.6666666667,0.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,39006,@MaxAvocet,Tue Mar 10 10:26:27 +0000 2015,,Tell our Government to urge Japan to end 'scientific whaling' once and for all.  http://t.co/Dvs4iWYy5L via @ifawuk,1.00,8,0,Tell our Government to urge Japan to end 'scientific whaling',0.24,0.8111071057,0.4866642634,0.3244428423,0.5144957554,0.6859943406,0.5144957554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,39006,@MaxAvocet,Tue Mar 10 10:26:27 +0000 2015,,Tell our Government to urge Japan to end 'scientific whaling' once and for all.  http://t.co/Dvs4iWYy5L via @ifawuk,1.00,8,0,Japan,0.49,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,39006,@MaxAvocet,Tue Mar 10 10:26:27 +0000 2015,,Tell our Government to urge Japan to end 'scientific whaling' once and for all.  http://t.co/Dvs4iWYy5L via @ifawuk,1.00,8,0,whaling',0.49,0,0.91914503,0.3939192986,0,0.9701425001,0.242535625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,39006,@MaxAvocet,Tue Mar 10 10:26:27 +0000 2015,,Tell our Government to urge Japan to end 'scientific whaling' once and for all.  http://t.co/Dvs4iWYy5L via @ifawuk,1.00,8,0,Japan to end 'scientific whaling',0.49,0.8111071057,0.4866642634,0.3244428423,0,0.8320502943,0.5547001962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3,39006,@MaxAvocet,Tue Mar 10 10:26:27 +0000 2015,,Tell our Government to urge Japan to end 'scientific whaling' once and for all.  http://t.co/Dvs4iWYy5L via @ifawuk,1.00,8,0,end 'scientific whaling',0.24,0.6859943406,0.5144957554,0.5144957554,0,0.91914503,0.3939192986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
